,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
1449, JAMES DAVID LASHAR,MD,5220.65,,,,
1450, GLENN IVEY,MD,1722956.69,,,MD-4,83
1451, JAZZ LEWIS,MD,316689.99,,,,
1452, ANGELA ANGEL,MD,15972.79,,,,
1453, DONNA F EDWARDS,MD,1150817.59,,,,
1454, TAMMY ALLISON,MD,0.0,,,,
1455, DONNA FERN EDWARDS,MD,1150817.59,,,,
1456, ANTHONY BROWN,MD,642438.37,,,,
1457, JEFF WARNER,MD,57027.05,,,MD-4,96
1458, ERIC LOEB,MD,3211.68,,,,
1459, BRIANA URBINA,MD,201.73,,,,
1460, STENY HOYER,MD,3992973.11,,,MD-5,96
1461, COLIN BYRD,MD,18441.85,,,,
1462, MCKAYLA NICOLLETTE WILKES,MD,184574.39,,,,
1463, KEITH A WASHINGTON,MD,8603.94,,,,
1464, LEE HAVIS,MD,882.41,,,,
1465, CHRISTOPHER PALOMBI,MD,64613.21,,,MD-5,79
1466, CHARLES FADDIS,MD,0.0,,,,
1467, JOHN K DELANEY,MD,11103.81,,,,
1468, BENJAMIN SMILOWITZ,MD,99234.7,,,,
1469, DAVID TRONE,MD,10097190.51,,,MD-6,85
1470, ARUNA MILLER,MD,280672.47,,,,
1471, NEIL CONRAD PARROTT,MD,1132920.92,,,MD-6,80
1472, DAVID ROSS BRINKLEY,MD,12.0,,,,
1473, JONATHAN JENKINS JENKINS,MD,25830.48,,,,
1474, MATTHEW FOLDI,MD,253291.82,,,,
1475, MARIELA ROCA,MD,93677.89,,,,
1476, COLT MORNINGSTAR BLACK,MD,0.0,,,,
1477, AMIE HOEBER,MD,0.0,,,,
1478, TERRI LYNN HILL,MD,3692.6,,,,
1479, JAY JALISI,MD,0.0,,,,
1480, KWEISI MFUME,MD,298170.37,,,MD-7,96
1481, LIZ MATORY,MD,0.0,,,,
1482, KIMBERLY KLACIK,MD,581343.34,,,,
1483, AMBER IVEY,MD,0.0,,,,
1484, JAMIE RASKIN,MD,2802921.06,,,MD-8,96
1485, JOEL MARTIN RUBIN,MD,0.0,,,,
1486, GREGORY THOMAS COLL,MD,17756.65,,,MD-8,97
1487, LIZ MATORY,MD,0.0,,,,
1488, ARYEH SHUDOFSKY,MD,0.0,,,,
1489, CHELLIE M PINGREE,ME,601693.83,,,ME-1,94
1490, JAY THOMAS ALLEN,ME,9731.39,,,,
1491, EDWIN F MR. THELANDER,ME,422570.93,,,ME-1,81
1492, EMILY CAIN,ME,0.0,,,,
1493, JARED GOLDEN,ME,6107762.21,,,ME-2,73
1494, ERIC BRAKEY,ME,5673.07,,,,
1495, ADRIENNE BENNETT,ME,2097.74,,,,
1496, DALE CRAFTS,ME,3666.96,,,,
1497, MICHAEL HONORABLE PERKINS,ME,58709.54,,,,
1498, HAROLD III STEWART,ME,8752.5,,,,
1499, ELIZABETH CARUSO,ME,46070.0,,,,
1500, BRUCE POLIQUIN,ME,3547585.01,,,ME-2,97
1501, SEAN MICHAEL JOYCE,ME,0.0,,,,
1502, DANA FERGUSON,MI,0.0,,,,
1503, ROBERT JAMES LORINSER,MI,540562.69,,,MI-1,65
1504, JASON EDWARD ALLEN,MI,0.0,,,,
1505, JOHN BERGMAN,MI,1918969.73,,,MI-1,72
1506, JEROME C HILLIARD,MI,30655.33,,,MI-2,75
1507, THOMAS JOHN NORTON,MI,298046.85,,,,
1508, JOHN MR. MOOLENAAR,MI,2302519.28,,,MI-2,85
1509, NICK COLVIN,MI,553.69,,,,
1510, HILLARY SCHOLTEN,MI,3745295.14,,,MI-3,97
1511, EMILY E RAFI,MI,2800.0,,,,
1512, LYNN AFENDOULIS,MI,0.0,,,,
1513, PETER MR. MEIJER,MI,3108455.24,,,,
1514, AUDRA JOHNSON,MI,21612.59,,,,
1515, AUDRA MRS. LEMONS-JOHNSON,MI,21612.59,,,,
1516, GABRIELLA MANOLACHE,MI,11025.62,,,,
1517, JOHN GIBBS,MI,1656730.21,,,MI-3,95
1518, JUSTIN AMASH,MI,15288.67,,,,
1519, ANTHONY DEAN DR. FEIG,MI,46172.12,,,,
1520, JOSEPH ALFONSO,MI,35358.73,,,MI-4,97
1521, WILLIAM P HUIZENGA,MI,3230080.13,,,MI-4,75
1522, STEPHEN CARRA,MI,277301.27,,,,
1523, BARTLEY F. GOLDBERG,MI,161446.95,,,MI-5,79
1524, EARL PATRICK MR. LACKIE,MI,6517.62,,,,
1525, EZRA MR. SCOTT,MI,10582.75,,,,
1526, SHERRY ANNE DR O'DONNELL,MI,245292.44,,,,
1527, JON HOADLEY,MI,19911.09,,,,
1528, JENNIFER RICHARDSON,MI,0.0,,,,
1529, DEBBIE DINGELL,MI,1599861.37,,,MI-6,97
1530, JERRY SOLIS,MI,11032.77,,,MI-2,62
1531, JON ROCHA,MI,11373.57,,,,
1532, GINA JOHNSEN,MI,345.0,,,,
1533, WHITTNEY WILLIAMS,MI,11777.41,,,MI-6,97
1534, HIMA KOLANAGIREDDY,MI,311814.45,,,,
1535, FREDERICK STEPHEN UPTON,MI,1404023.84,,,,
1536, ELISSA SLOTKIN,MI,11412393.58,,,MI-7,97
1537, THOMAS MORE BARRETT,MI,2811480.34,,,MI-7,71
1538, JACOB HAGG,MI,168499.03,,,,
1539, TIMOTHY L REP WALBERG,MI,1187227.55,,,MI-5,67
1540, DANIEL T DANIEL T. KILDEE,MI,6362855.56,,,MI-8,76
1541, MIKE DETMER,MI,2973.95,,,,
1542, PAUL JUNGE,MI,3016157.81,,,MI-8,95
1543, MATTHEW SEELY,MI,592268.2,,,,
1544, MIKE BISHOP,MI,1421.73,,,,
1545, BRIAN STEVEN JAYE,MI,47153.38,,,MI-9,71
1546, SANDER M MR LEVIN,MI,5993.04,,,,
1547, GAVRIEL GROSSBARD,MI,86870.17,,,,
1548, MICHELLE R.E. DONOVAN,MI,7873.08,,,,
1549, HUWAIDA ARRAF,MI,533029.17,,,,
1550, ANGELA ROGENSUES,MI,341350.84,,,,
1551, HENRY YANEZ,MI,129094.98,,,,
1552, CARL MARLINGA,MI,1029973.61,,,MI-10,87
1553, RHONDA POWELL,MI,37305.45,,,,
1554, DOUG SLOCUM,MI,1312.3,,,,
1555, LISA MCCLAIN,MI,386134.24,,,MI-9,96
1556, SHANE HERNANDEZ,MI,147.7,,,,
1557, BISHAM DR. SINGH,MI,7589.48,,,,
1558, TONY I MARCINKEWCIZ,MI,14661.74,,,,
1559, JOHN JAMES,MI,5945665.95,,,MI-10,95
1560, ERIC ESSHAKI,MI,273849.98,,,,
1561, PAUL III MITCHELL,MI,34156.17,,,,
1562, ANTHONY G. FORLINI,MI,0.0,,,,
1563, ANDY LEVIN,MI,3349310.13,,,,
1564, HALEY STEVENS,MI,5627180.98,,,MI-11,96
1565, ERIC ESSHAKI,MI,7134.88,,,,
1566, CARMELITA GRECO,MI,508.59,,,,
1567, CHERIE LOTT,MI,14858.65,,,,
1568, KERRY BENTIVOLIO,MI,2.8,,,,
1569, MATTHEW DENOTTER,MI,376224.72,,,,
1570, JOSH BITTERMAN,MI,120457.0,,,,
1571, MARK AMBROSE,MI,668345.01,,,MI-11,96
1572, MICHELLE WOODDELL,MI,98450.0,,,,
1573, JANICE MARIE WINFREY,MI,414590.21,,,,
1574, MYKALE GARRETT,MI,305876.35,,,MI-7,62
1575, RASHIDA TLAIB,MI,3397616.61,,,MI-12,96
1576, JAMES D HOOPER,MI,2214.75,,,,
1577, HASSAN H NEHME,MI,19163.89,,,,
1578, STEVEN ELLIOTT,MI,256333.96,,,MI-12,97
1579, JEFF JONES,MI,0.0,,,,
1580, ADRIAN LINO TONON,MI,363367.23,,,,
1581, SHRI THANEDAR,MI,9043842.42,,,MI-13,96
1582, MICHAEL GRIFFIE,MI,432600.3,,,,
1583, RALPH L. REV. JR. GODBEE,MI,52722.58,,,,
1584, ADAM HOLLIER,MI,1210004.4,,,,
1585, JOHN CONYERS,MI,61247.72,,,MI-10,61
1586, SHERRY J GAY-DAGNOGO,MI,326238.22,,,,
1587, PORTIA ROBERSON,MI,563033.29,,,,
1588, LORRIE RUTLEDGE,MI,8410.09,,,,
1589, SHARON MCPHAIL,MI,74810.21,,,,
1590, ANGELA E MS MCINTOSH,MI,100.0,,,,
1591, SAMUEL LEWIS JR RIDDLE,MI,8155.0,,,,
1592, JOHN JR. CONYERS,MI,2541.0,,,,
1593, BRENDA JONES,MI,6135.0,,,,
1594, MARTELL DE'ANGELO BIVINGS,MI,104534.09,,,MI-13,77
1595, DONALD EASON,MI,0.0,,,,
1596, BRENDA LULENAR LAWRENCE,MI,345373.53,,,,
1597, GARY PETERS,MI,937825.02,,,,
1598, ROBERT VANCE PATRICK,MI,150.0,,,,
1599, VICKI JENSEN,MN,0.0,,,,
1600, JAMES HAGEDORN,MN,1067781.72,,,,
1601, JEREMY MUNSON,MN,405123.46,,,,
1602, MATTHEW L. BENDA,MN,243137.84,,,,
1603, KEVIN KOCINA,MN,28476.0,,,,
1604, BRAD FINSTAD,MN,1491662.1,,,MN-1,96
1605, JENNIFER CARNAHAN,MN,498488.82,,,,
1606, KEN NAVITSKY,MN,0.0,,,,
1607, NELS MR PIERSON,MN,117505.0,,,,
1608, SARAH MS. BRAKEBILL-HACKE,MN,6635.85,,,,
1609, RICHARD WILLIAM PAINTER,MN,50383.41,,,,
1610, JEFFREY M. ETTINGER,MN,2521574.82,,,MN-1,79
1611, RICK DEVOE,MN,49067.48,,,,
1612, JAMES RAINWATER,MN,0.0,,,,
1613, DANIEL FEEHAN,MN,53514.17,,,,
1614, ANGELA DAWN CRAIG,MN,8681547.1,,,MN-2,69
1615, TYLER KISTNER,MN,3302511.08,,,MN-2,96
1616, DAVID ADAM GERSON,MN,0.0,,,,
1617, JASON MARK MR. LEWIS,MN,0.0,,,,
1618, PAMELA J MYHRA,MN,485.84,,,,
1619, MARY LAWRENCE,MN,24534.05,,,,
1620, PAULA MIRARE OVERBY,MN,2.06,,,,
1621, RICHARD THOMAS OLSON,MN,36038.97,,,,
1622, KENDALL QUALLS,MN,61379.45,,,,
1623, TOM WEILER,MN,668472.35,,,MN-3,95
1624, ADAM NOEL SCHWARZE,MN,63642.76,,,,
1625, MARK BRAXILL,MN,168372.0,,,,
1626, DEAN PHILLIPS,MN,2230316.39,,,MN-3,96
1627, BETTY MCCOLLUM,MN,1971610.21,,,MN-4,97
1628, SIA LO,MN,4242.38,,,,
1629, MIKKI M MURRAY,MN,3200.71,,,,
1630, MAY LOR XIONG,MN,133467.1,,,MN-4,96
1631, AMANE BADHASSO,MN,866284.46,,,,
1632, ILHAN OMAR,MN,3089066.58,,,MN-5,95
1633, LACY JOHNSON,MN,68972.2,,,,
1634, DALIA AL-AQIDI,MN,250.44,,,,
1635, CICELY DAVIS,MN,3179668.86,,,MN-5,96
1636, ROYCE ALEXANDER MR WHITE,MN,367039.34,,,,
1637, ANTONE MELTON-MEAUX,MN,110944.37,,,,
1638, DON MR. SAMUELS,MN,1290781.41,,,,
1639, ALIENA JEANENE KERN,MN,177.38,,,,
1640, THOMAS EARL JR. EMMER,MN,4141758.79,,,,
1641, MICHELE BACHMANN,MN,132139.06,,,MN-7,69
1642, TAWNJA ZAHRADKA,MN,0.0,,,,
1643, JEANNE HENDRICKS,MN,204465.82,,,MN-6,97
1644, MICHELLE FISCHBACH,MN,1692853.37,,,MN-7,97
1645, DAVID RUSSELL MR. HUGHES,MN,2570.54,,,,
1646, JAYESUN ISRAEL MR. SHERMAN,MN,54.86,,,,
1647, MARK J. LINDQUIST,MN,61220.67,,,,
1648, REED JERROLD OLSON,MN,48735.95,,,,
1649, JILL ABAHSAIN,MN,30469.17,,,MN-7,96
1650, TRAVIS E JOHNSON,MN,37957.7,,,,
1651, TARRYL LYNN CLARK,MN,1906.11,,,,
1652, PETER ALLEN STAUBER,MN,1954552.82,,,MN-8,75
1653, QUINN REABE NYSTROM,MN,3600.45,,,,
1654, ERNEST JOSEPH MR III OPPEGAARD-PELTIER,MN,11851.72,,,,
1655, RICHARD M. NOLAN,MN,19429.53,,,,
1656, THERESA E LASTOVICH,MN,136.35,,,,
1657, JENNIFER SCHULTZ,MN,637661.47,,,MN-8,79
1658, JOSEPH RADINOVICH,MN,234.0,,,,
1659, WILLIAM LACY JR CLAY,MO,550.0,,,,
1660, EARL CHILDRESS,MO,13573.41,,,,
1661, MICHAEL DANIELS,MO,29081.43,,,,
1662, STEVEN C ROBERTS,MO,503958.11,,,,
1663, CORI BUSH,MO,2462779.61,,,MO-1,95
1664, ANDREW M JR JONES,MO,35265.69,,,MO-1,80
1665, JILL DARLYNE SCHUPP,MO,88037.84,,,,
1666, RAYMOND REED,MO,45938.04,,,,
1667, E. BENJAMIN SAMUELS,MO,721714.44,,,,
1668, PATRICIA WASHBURN GUNBY,MO,905770.41,,,MO-2,63
1669, ANN L. WAGNER,MO,3428935.52,,,MO-2,83
1670, PAUL III BERRY,MO,2450.0,,,,
1671, TONY SALVATORE,MO,13024.06,,,,
1672, BOB ANDERS,MO,4006.0,,,,
1673, JOSH NICOLOFF,MO,4596.66,,,,
1674, JONATHAN KARLEN,MO,14352.08,,,,
1675, BETHANY EILEEN MANN,MO,13176.76,,,MO-3,75
1676, ANDREW DALY,MO,0.0,,,,
1677, BRANDON WILKINSON,MO,34653.84,,,,
1678, DUSTIN ANTHONY HILL,MO,36387.43,,,,
1679, W BLAINE LUETKEMEYER,MO,3962320.93,,,MO-3,92
1680, ERICH ARVIDSON,MO,0.0,,,MO-7,71
1681, LINDSEY NICOLE SIMMONS,MO,11282.05,,,,
1682, JEFFERY JD LEATHERS,MO,3005.53,,,,
1683, VICKY HARTZLER,MO,4363255.59,,,,
1684, EDGAR GLENN HARVEY EMERY,MO,133720.0,,,,
1685, TAYLOR BURKS,MO,888720.44,,,,
1686, SARA WALSH,MO,127957.42,,,,
1687, RYAN JOHNSON,MO,43055.0,,,,
1688, KALENA BRUCE,MO,409509.72,,,,
1689, RICHARD RAY JR. BRATTIN,MO,367572.0,,,,
1690, MARK ALFORD,MO,934386.36,,,MO-4,96
1691, KYLE STONNER LABRUE,MO,18207.51,,,,
1692, WILLIAM IRWIN,MO,268958.51,,,,
1693, JIM SOUPY CAMPBELL,MO,1010014.54,,,,
1694, JOHN WEBB,MO,0.0,,,,
1695, EMANUEL CLEAVER II,MO,1164764.38,,,MO-5,95
1696, JERRY BARHAM,MO,113608.89,,,,
1697, JACOB TURK,MO,36387.44,,,MO-5,95
1698, CHARLES WEST,MO,16260.99,,,,
1699, GENA L DR ROSS,MO,6147.61,,,,
1700, RONALD WILLIAM HARRIS,MO,7900.62,,,,
1701, HENRY ROBERT MARTIN,MO,135956.05,,,MO-6,75
1702, SAMUEL B. JR. GRAVES,MO,1831698.01,,,MO-6,65
1703, DAKOTA SHULTZ,MO,12269.44,,,,
1704, JOHN M. WOODMAN,MO,989.76,,,,
1705, KRISTEN RADAKER-SHEAFER,MO,18242.59,,,MO-7,98
1706, C MICHAEL MOON,MO,500.0,,,,
1707, DERRAL REYNOLDS,MO,0.0,,,,
1708, SAM DR ALEXANDER,MO,174617.22,,,,
1709, MIKE MOON,MO,177671.42,,,,
1710, ERIC BURLISON,MO,855760.68,,,MO-7,96
1711, PAUL D WALKER,MO,7337.9,,,,
1712, JAY WASSON,MO,1468904.36,,,,
1713, JUSTIN DALE SNIDER,MO,0.0,,,,
1714, ALEX L BRYANT,MO,218333.73,,,,
1715, RANDI MCCALLIAN MCCALLIAN,MO,34616.42,,,MO-8,73
1716, JEREMY TODD DENNISON,MO,10176.65,,,,
1717, JASON T SMITH,MO,4096060.26,,,MO-8,88
1718, GREGORIO KILILI CAMACHO REP. SABLAN,MP,48736.73,,,,
1719, ANGEL ALDAN DEMAPAN,MP,0.0,,,,
1720, ANTONIA ELIASON,MS,700.61,,,,
1721, DIANNE DODSON BLACK,MS,26814.62,,,MS-1,75
1722, JOHN TRENT KELLY,MS,951789.83,,,MS-1,79
1723, GERALD M KERNER,MS,31454.43,,,,
1724, BENNIE G. THOMPSON,MS,1250381.11,,,MS-2,97
1725, BRIAN WESLEY FLOWERS,MS,49973.12,,,MS-2,76
1726, RON ELLER,MS,23990.12,,,,
1727, SHUWASKI YOUNG,MS,76706.41,,,MS-3,88
1728, CASSIDY MICHAEL,MS,416068.87,,,,
1729, MICHAEL PATRICK GUEST,MS,1576856.19,,,MS-3,74
1730, DAVID SELLERS,MS,19568.97,,,,
1731, JOHNNY L. DUPREE,MS,146556.6,,,MS-4,97
1732, STEVEN MCCARTY PALAZZO,MS,1460683.8,,,,
1733, BOYANTON CARL,MS,576038.0,,,,
1734, ROBERT L III DEMING,MS,0.0,,,,
1735, WALTER MICHAEL EZELL,MS,1027671.96,,,,
1736, RAYMOND N BROOKS,MS,43864.71,,,,
1737, CLAY WAGNER,MS,551979.0,,,,
1738, CHRISTOPHER BRICE WIGGINS,MS,252184.18,,,,
1739, JESSE GRAHAM HUDSON,MS,0.0,,,,
1740, ALDEN PATRICK MR. JOHNSON,MS,910.0,,,,
1741, KATHLEEN WILLIAMS,MT,13573.98,,,,
1742, DEBRA LAMM,MT,0.0,,,,
1743, STEVEN DAINES,MT,1158232.37,,,,
1744, GREG GIANFORTE,MT,72676.2,,,,
1745, THOMAS WINTER,MT,178180.2,,,,
1746, MONICA TRANEL,MT,3088634.59,,,MT-1,96
1747, CORA NEUMANN,MT,1542200.27,,,,
1748, MARY BROOKS TODD,MT,455003.17,,,,
1749, MITCH MR. HEUER,MT,37167.5,,,,
1750, AL OLSZEWSKI,MT,870862.99,,,,
1751, RYAN K ZINKE,MT,6420764.1,,,MT-1,92
1752, JACK BALLARD,MT,91224.56,,,,
1753, LAURIE BISHOP,MT,147935.0,,,,
1754, SKYLAR WILLIAMS,MT,4729.47,,,,
1755, PENNY RONNING,MT,175463.67,,,MT-2,96
1756, MARK SWEENEY,MT,119523.31,,,,
1757, JAMES MATTHEW BOYETTE,MT,5535.07,,,,
1758, KYLE RAY AUSTIN,MT,0.0,,,,
1759, MATT MR. ROSENDALE,MT,1270209.67,,,MT-2,85
1760, GARY BUCHANAN,MT,570058.97,,,,
1761, SAM RANKIN,MT,31132.77,,,,
1762, ERICA DANETTE SMITH,NC,955530.25,,,,
1763, DON DAVIS,NC,1843973.38,,,NC-1,95
1764, GEORGE KENNETH BUTTERFIELD,NC,650078.35,,,,
1765, SANDY SMITH,NC,2179804.23,,,NC-1,96
1766, WILLIAM AIKEN,NC,5137.41,,,,
1767, SANDY ROBERSON,NC,1178067.92,,,,
1768, BILLY JOEL II STRICKLAND,NC,610488.45,,,,
1769, BRAD ALLEN MURPHY,NC,195133.42,,,NC-3,62
1770, CHARLES BRENT ROBERSON,NC,91985.0,,,,
1771, SCOTT COOPER,NC,83466.45,,,,
1772, DEBORAH ROSS,NC,2050950.05,,,NC-2,86
1773, JAMES DAVID GAILLIARD,NC,44669.09,,,,
1774, LINDA COLEMAN,NC,7425.0,,,,
1775, ADINA SAFTA,NC,22154.04,,,,
1776, MAHESH GANORKAR,NC,19228.06,,,,
1777, CHRISTINE VILLAVERDE,NC,135228.01,,,NC-2,91
1778, GEORGE E MR. HOLDING,NC,112416.81,,,,
1779, GREGORY BRANNON,NC,326.52,,,,
1780, ALLEN THOMAS,NC,2850.0,,,,
1781, DANA EDWARDS OUTLAW,NC,0.0,,,,
1782, JOSEPH SWARTZ,NC,26858.23,,,,
1783, BARBARA D MS. GASKINS,NC,93078.54,,,NC-3,90
1784, GREGORY FRANCIS DR. MURPHY,NC,1428918.01,,,,
1785, PHILLIP RAY SHEPARD,NC,0.0,,,,
1786, SAMUEL GRAHAM MR BOYD,NC,0.0,,,,
1787, ANTHONY 'TONY' COWDEN,NC,231094.19,,,,
1788, MAXIMILLIAN SOUTHWORTH-BECKWITH,NC,18237.44,,,,
1789, ASHLEY WARD,NC,88271.22,,,,
1790, MATTHEW GROOMS,NC,8547.1,,,,
1791, ROBERT BENJAMIN III CLARK,NC,163870.9,,,,
1792, VALERIE FOUSHEE,NC,1078837.87,,,NC-4,88
1793, RICHARD LEE DR. WATKINS,NC,26804.34,,,,
1794, STEPHEN JAMES VALENTINE,NC,61597.51,,,,
1795, CRYSTAL ANN CAVALIER,NC,26624.64,,,,
1796, DAVID PRICE,NC,400434.04,,,NC-7,67
1797, ALAN D SWAIN,NC,267360.36,,,,
1798, DEBESH SARKAR,NC,0.0,,,,
1799, ROBERT THOMAS,NC,3839.04,,,,
1800, RENE BORGHESE,NC,55132.5,,,,
1801, CRAIG ROBERT KINSEY,NC,31949.5,,,,
1802, JOHN DAVID MR. SZOKA,NC,183700.08,,,,
1803, BILLY JOE BREWSTER,NC,23792.0,,,,
1804, COURTNEY JOELE GEELS,NC,409981.2,,,NC-4,80
1805, BERNARD KYLE PARRISH,NC,23954.71,,,NC-5,73
1806, SIDDHANTH SHARMA,NC,0.0,,,,
1807, MICHAEL STEPHAN ACKERMAN,NC,27035.36,,,,
1808, VIRGINIA ANN FOXX,NC,2036393.21,,,NC-5,84
1809, ANGELA DARROW MS FLYNN,NC,8972.94,,,,
1810, RHONDA FOXX,NC,259.11,,,NC-5,64
1811, RYAN WATTS,NC,1950.0,,,,
1812, KATHY MANNING,NC,3080435.02,,,NC-6,96
1813, JOSEPH HAYWOOD,NC,85746.88,,,,
1814, LAURA PICHARDO,NC,6583.16,,,,
1815, GERALD DARRYLL AUSTIN,NC,3594.25,,,,
1816, MARY ANN DR CONTOGIANNIS,NC,33570.12,,,,
1817, WILLIAM (BILL) SCHUCH,NC,2898.8,,,,
1818, ROBERT CHRISTIAN CASTELLI,NC,906976.09,,,NC-6,82
1819, MARVIN BOGUSLAWSKI,NC,11227.56,,,,
1820, BRADLEY MARK MR. WALKER,NC,1641864.12,,,,
1821, THOMAS WATERCOTT,NC,16516.49,,,,
1822, STEPHEN MILLER,NC,337004.98,,,,
1823, JASON MINNICOZZI,NC,132982.31,,,,
1824, CHARLES EVANS,NC,87755.95,,,NC-7,64
1825, CHARLES GRAHAM,NC,210641.17,,,NC-7,97
1826, DAVID CHESTON ROUZER,NC,1281375.45,,,NC-7,73
1827, PETER ROBERT BOYKIN,NC,13.01,,,,
1828, PATRICIA TIMMONS-GOODSON,NC,131676.06,,,,
1829, SCOTT HUFFMAN,NC,98762.06,,,NC-8,96
1830, TIMOTHY BRUCE D'ANNUNZIO,NC,0.0,,,,
1831, JAMES DANIEL BISHOP,NC,692889.06,,,NC-8,67
1832, JOHN MATTHEW WHITLEY,NC,0.0,,,,
1833, CYNTHIA WALLACE,NC,19494.11,,,,
1834, FERNANDO CHRISTIAN MR. JR CANO,NC,3384.04,,,,
1835, DANIEL MCCREADY,NC,131660.73,,,,
1836, JENNYFER BUCARDO,NC,8668.08,,,,
1837, LEIGH BROWN,NC,1127.14,,,,
1838, RICHARD L. JR. HUDSON,NC,1824151.57,,,NC-9,78
1839, ROBERT M THE HONORABLE PITTENGER,NC,5000.0,,,,
1840, FRANCISCO RIOS,NC,52670.37,,,,
1841, DAVID PAYNE PARKER,NC,0.0,,,,
1842, PAMELA GENANT,NC,186204.91,,,NC-10,83
1843, RICHARD J SPEER,NC,28663.65,,,,
1844, GARY THOMAS ROBINSON,NC,192907.87,,,,
1845, PATRICK TIMOTHY MCHENRY,NC,3376679.99,,,NC-10,77
1846, MORRIS D. COL. DAVIS,NC,120687.53,,,,
1847, JASMINE BEACH-FERRARA,NC,2326321.84,,,NC-11,98
1848, KATIE DEAN,NC,112801.22,,,,
1849, JAN CAREY,NC,65265.79,,,,
1850, ERIC GASH,NC,359551.8,,,,
1851, BROOKER LOGAN SMITH,NC,0.0,,,,
1852, MS  JAMES (JIM) WAYLAND DDS DAVIS,NC,14558.25,,,,
1853, LYNDA BENNETT,NC,20816.04,,,,
1854, MATTHEW BURRIL,NC,500283.76,,,,
1855, DAN DRISCOLL,NC,599.39,,,NC-8,61
1856, WENDY MARIE-LIMBAUGH NEVAREZ,NC,30050.0,,,,
1857, BRUCE O CONNELL,NC,1205778.57,,,,
1858, JAMES ERIC BATCHELOR,NC,44390.0,,,,
1859, RODNEY HOMER HONEYCUTT,NC,61956.62,,,,
1860, MICHELE V WOODHOUSE,NC,121837.36,,,,
1861, CHUCK EDWARDS,NC,1486312.92,,,NC-11,96
1862, DAVID ADAM COATNEY,NC,20056.88,,,,
1863, MADELINE PARRA,NC,58369.0,,,,
1864, MALCOLM GRAHAM,NC,0.0,,,NC-7,62
1865, ALMA SHEALEY ADAMS,NC,743342.65,,,NC-12,75
1866, PATRICIA A COTHAM,NC,5871.62,,,,
1867, BILLY JOEL BREWSTER,NC,5187.37,,,,
1868, ROGELIO L LAWSIN,NC,8900.0,,,,
1869, TYLER LEE,NC,210446.76,,,NC-12,95
1870, NALINI JOSEPH,NC,3897.21,,,,
1871, DENTON LEE,NC,15603.53,,,,
1872, JOSHUA REMILLARD,NC,422963.99,,,,
1873, WILEY NICKEL,NC,3657801.17,,,NC-13,96
1874, NATHAN CLICK,NC,82441.6,,,,
1875, RENEE JACISIN ELLMERS,NC,88155.91,,,,
1876, DEVAN IV BARBOUR,NC,489077.89,,,,
1877, KELLY DAUGHTRY,NC,3575112.25,,,,
1878, ROBERT NICHOLAS HINES,NC,3260065.35,,,,
1879, CHAD SLOTTA,NC,416532.0,,,,
1880, GRAYSON HAFF,NC,4870.0,,,,
1881, KENT KEIRSEY,NC,948949.72,,,,
1882, KAREN W BENTLEY,NC,127537.78,,,,
1883, JOHN ANERALLA,NC,104219.09,,,,
1884, JESSICA MOREL,NC,4132.5,,,,
1885, KAY MRS. DALY,NC,0.0,,,,
1886, GEORGE ROUCO,NC,0.0,,,,
1887, THEODORE P. BUDD,NC,15133202.99,,,,
1888, RAMIN MAMMADOV,NC,41819.88,,,,
1889, JEFF JACKSON,NC,5566079.41,,,NC-14,96
1890, KEN MCKIM,NC,244579.54,,,,
1891, PAT HARRIGAN,NC,800408.18,,,NC-14,96
1892, ZACHARY RAKNERUD,ND,2285.45,,,,
1893, MARK HAUGEN,ND,23444.68,,,,
1894, KEVIN MR. CRAMER,ND,329621.93,,,,
1895, SHANE CHRISTOPHER GOETTLE,ND,0.0,,,,
1896, KIM A KOPPELMAN,ND,0.0,,,,
1897, KELLY ARMSTRONG,ND,2148850.1,,,ND-1,97
1898, CARA MUND,ND,157722.79,,,ND-1,95
1899, KATE BOLZ,NE,15269.31,,,,
1900, PATTY PANSING BROOKS,NE,1751904.37,,,NE-1,98
1901, NICHOLAS OVIATT,NE,0.0,,,,
1902, MIKE FLOOD,NE,2144100.43,,,NE-1,95
1903, JEFFREY L. HONORABLE FORTENBERRY,NE,1503382.43,,,,
1904, ANN ASHFORD,NE,369.36,,,,
1905, ALISHA SHELTON,NE,360381.22,,,,
1906, ANTHONY 'TONY' VARGAS,NE,3322603.0,,,NE-2,67
1907, STEPHEN MATTHEW MR KUEHL,NE,6532.7,,,,
1908, DONALD J BACON,NE,3914445.64,,,NE-2,75
1909, ADRIAN SMITH,NE,1870209.39,,,NE-3,96
1910, MAURA CORBY SULLIVAN,NH,2308.6,,,,
1911, CHRIS PAPPAS,NH,5120981.71,,,NH-1,96
1912, MARK S MACKENZIE,NH,0.0,,,,
1913, MATT MOWERS,NH,1777418.6,,,,
1914, GILEAD R TOWNE,NH,10382.37,,,,
1915, JULIAN MARC ACCIARD,NH,14297.88,,,,
1916, TIM BAXTER,NH,865289.82,,,,
1917, KAROLINE LEAVITT,NH,3672511.92,,,NH-1,97
1918, MARK KILBANE,NH,0.0,,,,
1919, RUSSELL PRESCOTT,NH,392404.8,,,,
1920, ANN MCLANE KUSTER,NH,5287926.6,,,NH-2,97
1921, CHARLES F. BASS,NH,0.0,,,,
1922, ELI DANTZLER CLEMMER,NH,0.0,,,,
