,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
1451, ANGELA ANGEL,MD,15972.79,,,,
1452, DONNA F EDWARDS,MD,1150817.59,,,,
1453, TAMMY ALLISON,MD,0.0,,,,
1454, DONNA FERN EDWARDS,MD,1150817.59,,,,
1455, ANTHONY BROWN,MD,642438.37,,,,
1456, JEFF WARNER,MD,57027.05,,,MD-4,96.0
1457, ERIC LOEB,MD,3211.68,,,,
1458, BRIANA URBINA,MD,201.73,,,,
1459, STENY HOYER,MD,3992973.11,,,MD-5,96.0
1460, COLIN BYRD,MD,18441.85,,,,
1461, MCKAYLA NICOLLETTE WILKES,MD,184574.39,,,,
1462, KEITH A WASHINGTON,MD,8603.94,,,,
1463, LEE HAVIS,MD,882.41,,,,
1464, CHRISTOPHER PALOMBI,MD,64613.21,,,MD-5,79.0
1465, CHARLES FADDIS,MD,0.0,,,,
1466, JOHN K DELANEY,MD,11103.81,,,,
1467, BENJAMIN SMILOWITZ,MD,99234.7,,,,
1468, DAVID TRONE,MD,10097190.51,,,MD-6,85.0
1469, ARUNA MILLER,MD,280672.47,,,,
1470, NEIL CONRAD PARROTT,MD,1132920.92,,,MD-6,80.0
1471, DAVID ROSS BRINKLEY,MD,12.0,,,,
1472, JONATHAN JENKINS JENKINS,MD,25830.48,,,,
1473, MATTHEW FOLDI,MD,253291.82,,,,
1474, MARIELA ROCA,MD,93677.89,,,,
1475, COLT MORNINGSTAR BLACK,MD,0.0,,,,
1476, AMIE HOEBER,MD,0.0,,,,
1477, TERRI LYNN HILL,MD,3692.6,,,,
1478, JAY JALISI,MD,0.0,,,,
1479, KWEISI MFUME,MD,298170.37,,,MD-7,96.0
1480, LIZ MATORY,MD,0.0,,,,
1481, KIMBERLY KLACIK,MD,581343.34,,,,
1482, AMBER IVEY,MD,0.0,,,,
1483, JAMIE RASKIN,MD,2802921.06,,,MD-8,96.0
1484, JOEL MARTIN RUBIN,MD,0.0,,,,
1485, GREGORY THOMAS COLL,MD,17756.65,,,MD-8,97.0
1486, LIZ MATORY,MD,0.0,,,,
1487, ARYEH SHUDOFSKY,MD,0.0,,,,
1488, CHELLIE M PINGREE,ME,601693.83,,,ME-1,94.0
1490, EDWIN F MR. THELANDER,ME,422570.93,,,ME-1,81.0
1492, JARED GOLDEN,ME,6107762.21,,,ME-2,73.0
1499, BRUCE POLIQUIN,ME,3547585.01,,,ME-2,97.0
1501, DANA FERGUSON,MI,0.0,,,,
1502, ROBERT JAMES LORINSER,MI,540562.69,,,MI-1,65.0
1503, JASON EDWARD ALLEN,MI,0.0,,,,
1504, JOHN BERGMAN,MI,1918969.73,,,MI-1,72.0
1505, JEROME C HILLIARD,MI,30655.33,,,MI-2,75.0
1506, THOMAS JOHN NORTON,MI,298046.85,,,,
1507, JOHN MR. MOOLENAAR,MI,2302519.28,,,MI-2,85.0
1508, NICK COLVIN,MI,553.69,,,,
1509, HILLARY SCHOLTEN,MI,3745295.14,,,MI-3,97.0
1510, EMILY E RAFI,MI,2800.0,,,,
1511, LYNN AFENDOULIS,MI,0.0,,,,
1512, PETER MR. MEIJER,MI,3108455.24,,,,
1513, AUDRA JOHNSON,MI,21612.59,,,,
1514, AUDRA MRS. LEMONS-JOHNSON,MI,21612.59,,,,
1515, GABRIELLA MANOLACHE,MI,11025.62,,,,
1516, JOHN GIBBS,MI,1656730.21,,,MI-3,95.0
1517, JUSTIN AMASH,MI,15288.67,,,,
1518, ANTHONY DEAN DR. FEIG,MI,46172.12,,,,
1519, JOSEPH ALFONSO,MI,35358.73,,,MI-4,97.0
1520, WILLIAM P HUIZENGA,MI,3230080.13,,,MI-4,75.0
1521, STEPHEN CARRA,MI,277301.27,,,,
1522, BARTLEY F. GOLDBERG,MI,161446.95,,,MI-5,79.0
1523, EARL PATRICK MR. LACKIE,MI,6517.62,,,,
1524, EZRA MR. SCOTT,MI,10582.75,,,,
1525, SHERRY ANNE DR O'DONNELL,MI,245292.44,,,,
1526, JON HOADLEY,MI,19911.09,,,,
1527, JENNIFER RICHARDSON,MI,0.0,,,,
1528, DEBBIE DINGELL,MI,1599861.37,,,MI-6,97.0
1529, JERRY SOLIS,MI,11032.77,,,MI-2,62.0
1530, JON ROCHA,MI,11373.57,,,,
1531, GINA JOHNSEN,MI,345.0,,,,
1532, WHITTNEY WILLIAMS,MI,11777.41,,,MI-6,97.0
1533, HIMA KOLANAGIREDDY,MI,311814.45,,,,
1534, FREDERICK STEPHEN UPTON,MI,1404023.84,,,,
1535, ELISSA SLOTKIN,MI,11412393.58,,,MI-7,97.0
1536, THOMAS MORE BARRETT,MI,2811480.34,,,MI-7,71.0
1537, JACOB HAGG,MI,168499.03,,,,
1538, TIMOTHY L REP WALBERG,MI,1187227.55,,,MI-5,67.0
1539, DANIEL T DANIEL T. KILDEE,MI,6362855.56,,,MI-8,76.0
1540, MIKE DETMER,MI,2973.95,,,,
1541, PAUL JUNGE,MI,3016157.81,,,MI-8,95.0
1542, MATTHEW SEELY,MI,592268.2,,,,
1543, MIKE BISHOP,MI,1421.73,,,,
1544, BRIAN STEVEN JAYE,MI,47153.38,,,MI-9,71.0
1545, SANDER M MR LEVIN,MI,5993.04,,,,
1546, GAVRIEL GROSSBARD,MI,86870.17,,,,
1547, MICHELLE R.E. DONOVAN,MI,7873.08,,,,
1548, HUWAIDA ARRAF,MI,533029.17,,,,
1549, ANGELA ROGENSUES,MI,341350.84,,,,
1550, HENRY YANEZ,MI,129094.98,,,,
1551, CARL MARLINGA,MI,1029973.61,,,MI-10,87.0
1552, RHONDA POWELL,MI,37305.45,,,,
1553, DOUG SLOCUM,MI,1312.3,,,,
1554, LISA MCCLAIN,MI,386134.24,,,MI-9,96.0
1555, SHANE HERNANDEZ,MI,147.7,,,,
1556, BISHAM DR. SINGH,MI,7589.48,,,,
1557, TONY I MARCINKEWCIZ,MI,14661.74,,,,
1558, JOHN JAMES,MI,5945665.95,,,MI-10,95.0
1559, ERIC ESSHAKI,MI,273849.98,,,,
1560, PAUL III MITCHELL,MI,34156.17,,,,
1561, ANTHONY G. FORLINI,MI,0.0,,,,
1562, ANDY LEVIN,MI,3349310.13,,,,
1563, HALEY STEVENS,MI,5627180.98,,,MI-11,96.0
1564, ERIC ESSHAKI,MI,7134.88,,,,
1565, CARMELITA GRECO,MI,508.59,,,,
1566, CHERIE LOTT,MI,14858.65,,,,
1567, KERRY BENTIVOLIO,MI,2.8,,,,
1568, MATTHEW DENOTTER,MI,376224.72,,,,
1569, JOSH BITTERMAN,MI,120457.0,,,,
1570, MARK AMBROSE,MI,668345.01,,,MI-11,96.0
1571, MICHELLE WOODDELL,MI,98450.0,,,,
1572, JANICE MARIE WINFREY,MI,414590.21,,,,
1573, MYKALE GARRETT,MI,305876.35,,,MI-7,62.0
1574, RASHIDA TLAIB,MI,3397616.61,,,MI-12,96.0
1575, JAMES D HOOPER,MI,2214.75,,,,
1576, HASSAN H NEHME,MI,19163.89,,,,
1577, STEVEN ELLIOTT,MI,256333.96,,,MI-12,97.0
1578, JEFF JONES,MI,0.0,,,,
1579, ADRIAN LINO TONON,MI,363367.23,,,,
1580, SHRI THANEDAR,MI,9043842.42,,,MI-13,96.0
1581, MICHAEL GRIFFIE,MI,432600.3,,,,
1582, RALPH L. REV. JR. GODBEE,MI,52722.58,,,,
1583, ADAM HOLLIER,MI,1210004.4,,,,
1584, JOHN CONYERS,MI,61247.72,,,MI-10,61.0
1585, SHERRY J GAY-DAGNOGO,MI,326238.22,,,,
1586, PORTIA ROBERSON,MI,563033.29,,,,
1587, LORRIE RUTLEDGE,MI,8410.09,,,,
1588, SHARON MCPHAIL,MI,74810.21,,,,
1589, ANGELA E MS MCINTOSH,MI,100.0,,,,
1590, SAMUEL LEWIS JR RIDDLE,MI,8155.0,,,,
1591, JOHN JR. CONYERS,MI,2541.0,,,,
1592, BRENDA JONES,MI,6135.0,,,,
1593, MARTELL DE'ANGELO BIVINGS,MI,104534.09,,,MI-13,77.0
1594, DONALD EASON,MI,0.0,,,,
1595, BRENDA LULENAR LAWRENCE,MI,345373.53,,,,
1596, GARY PETERS,MI,937825.02,,,,
1597, ROBERT VANCE PATRICK,MI,150.0,,,,
1598, VICKI JENSEN,MN,0.0,,,,
1599, JAMES HAGEDORN,MN,1067781.72,,,,
1600, JEREMY MUNSON,MN,405123.46,,,,
1601, MATTHEW L. BENDA,MN,243137.84,,,,
1602, KEVIN KOCINA,MN,28476.0,,,,
1603, BRAD FINSTAD,MN,1491662.1,,,MN-1,96.0
1604, JENNIFER CARNAHAN,MN,498488.82,,,,
1605, KEN NAVITSKY,MN,0.0,,,,
1606, NELS MR PIERSON,MN,117505.0,,,,
1607, SARAH MS. BRAKEBILL-HACKE,MN,6635.85,,,,
1608, RICHARD WILLIAM PAINTER,MN,50383.41,,,,
1609, JEFFREY M. ETTINGER,MN,2521574.82,,,MN-1,79.0
1610, RICK DEVOE,MN,49067.48,,,,
1611, JAMES RAINWATER,MN,0.0,,,,
1612, DANIEL FEEHAN,MN,53514.17,,,,
1613, ANGELA DAWN CRAIG,MN,8681547.1,,,MN-2,69.0
1614, TYLER KISTNER,MN,3302511.08,,,MN-2,96.0
1615, DAVID ADAM GERSON,MN,0.0,,,,
1616, JASON MARK MR. LEWIS,MN,0.0,,,,
1617, PAMELA J MYHRA,MN,485.84,,,,
1618, MARY LAWRENCE,MN,24534.05,,,,
1619, PAULA MIRARE OVERBY,MN,2.06,,,,
1620, RICHARD THOMAS OLSON,MN,36038.97,,,,
1621, KENDALL QUALLS,MN,61379.45,,,,
1622, TOM WEILER,MN,668472.35,,,MN-3,95.0
1623, ADAM NOEL SCHWARZE,MN,63642.76,,,,
1624, MARK BRAXILL,MN,168372.0,,,,
1625, DEAN PHILLIPS,MN,2230316.39,,,MN-3,96.0
1626, BETTY MCCOLLUM,MN,1971610.21,,,MN-4,97.0
1627, SIA LO,MN,4242.38,,,,
1628, MIKKI M MURRAY,MN,3200.71,,,,
1629, MAY LOR XIONG,MN,133467.1,,,MN-4,96.0
1630, AMANE BADHASSO,MN,866284.46,,,,
1631, ILHAN OMAR,MN,3089066.58,,,MN-5,95.0
1632, LACY JOHNSON,MN,68972.2,,,,
1633, DALIA AL-AQIDI,MN,250.44,,,,
1634, CICELY DAVIS,MN,3179668.86,,,MN-5,96.0
1635, ROYCE ALEXANDER MR WHITE,MN,367039.34,,,,
1636, ANTONE MELTON-MEAUX,MN,110944.37,,,,
1637, DON MR. SAMUELS,MN,1290781.41,,,,
1638, ALIENA JEANENE KERN,MN,177.38,,,,
1639, THOMAS EARL JR. EMMER,MN,4141758.79,,,,
1640, MICHELE BACHMANN,MN,132139.06,,,MN-7,69.0
1641, TAWNJA ZAHRADKA,MN,0.0,,,,
1642, JEANNE HENDRICKS,MN,204465.82,,,MN-6,97.0
1643, MICHELLE FISCHBACH,MN,1692853.37,,,MN-7,97.0
1644, DAVID RUSSELL MR. HUGHES,MN,2570.54,,,,
1645, JAYESUN ISRAEL MR. SHERMAN,MN,54.86,,,,
1646, MARK J. LINDQUIST,MN,61220.67,,,,
1647, REED JERROLD OLSON,MN,48735.95,,,,
1648, JILL ABAHSAIN,MN,30469.17,,,MN-7,96.0
1649, TRAVIS E JOHNSON,MN,37957.7,,,,
1650, TARRYL LYNN CLARK,MN,1906.11,,,,
1651, PETER ALLEN STAUBER,MN,1954552.82,,,MN-8,75.0
1652, QUINN REABE NYSTROM,MN,3600.45,,,,
1653, ERNEST JOSEPH MR III OPPEGAARD-PELTIER,MN,11851.72,,,,
1654, RICHARD M. NOLAN,MN,19429.53,,,,
1655, THERESA E LASTOVICH,MN,136.35,,,,
1656, JENNIFER SCHULTZ,MN,637661.47,,,MN-8,79.0
1657, JOSEPH RADINOVICH,MN,234.0,,,,
1658, WILLIAM LACY JR CLAY,MO,550.0,,,,
1659, EARL CHILDRESS,MO,13573.41,,,,
1660, MICHAEL DANIELS,MO,29081.43,,,,
1661, STEVEN C ROBERTS,MO,503958.11,,,,
1662, CORI BUSH,MO,2462779.61,,,MO-1,95.0
1663, ANDREW M JR JONES,MO,35265.69,,,MO-1,80.0
1664, JILL DARLYNE SCHUPP,MO,88037.84,,,,
1665, RAYMOND REED,MO,45938.04,,,,
1666, E. BENJAMIN SAMUELS,MO,721714.44,,,,
1667, PATRICIA WASHBURN GUNBY,MO,905770.41,,,MO-2,63.0
1668, ANN L. WAGNER,MO,3428935.52,,,MO-2,83.0
1669, PAUL III BERRY,MO,2450.0,,,,
1670, TONY SALVATORE,MO,13024.06,,,,
1671, BOB ANDERS,MO,4006.0,,,,
1672, JOSH NICOLOFF,MO,4596.66,,,,
1673, JONATHAN KARLEN,MO,14352.08,,,,
1674, BETHANY EILEEN MANN,MO,13176.76,,,MO-3,75.0
1675, ANDREW DALY,MO,0.0,,,,
1676, BRANDON WILKINSON,MO,34653.84,,,,
1677, DUSTIN ANTHONY HILL,MO,36387.43,,,,
1678, W BLAINE LUETKEMEYER,MO,3962320.93,,,MO-3,92.0
1679, ERICH ARVIDSON,MO,0.0,,,MO-7,71.0
1680, LINDSEY NICOLE SIMMONS,MO,11282.05,,,,
1681, JEFFERY JD LEATHERS,MO,3005.53,,,,
1682, VICKY HARTZLER,MO,4363255.59,,,,
1683, EDGAR GLENN HARVEY EMERY,MO,133720.0,,,,
1684, TAYLOR BURKS,MO,888720.44,,,,
1685, SARA WALSH,MO,127957.42,,,,
1686, RYAN JOHNSON,MO,43055.0,,,,
1687, KALENA BRUCE,MO,409509.72,,,,
1688, RICHARD RAY JR. BRATTIN,MO,367572.0,,,,
1689, MARK ALFORD,MO,934386.36,,,MO-4,96.0
1690, KYLE STONNER LABRUE,MO,18207.51,,,,
1691, WILLIAM IRWIN,MO,268958.51,,,,
1692, JIM SOUPY CAMPBELL,MO,1010014.54,,,,
1693, JOHN WEBB,MO,0.0,,,,
1694, EMANUEL CLEAVER II,MO,1164764.38,,,MO-5,95.0
1695, JERRY BARHAM,MO,113608.89,,,,
1696, JACOB TURK,MO,36387.44,,,MO-5,95.0
1697, CHARLES WEST,MO,16260.99,,,,
1698, GENA L DR ROSS,MO,6147.61,,,,
1699, RONALD WILLIAM HARRIS,MO,7900.62,,,,
1700, HENRY ROBERT MARTIN,MO,135956.05,,,MO-6,75.0
1701, SAMUEL B. JR. GRAVES,MO,1831698.01,,,MO-6,65.0
1702, DAKOTA SHULTZ,MO,12269.44,,,,
1703, JOHN M. WOODMAN,MO,989.76,,,,
1704, KRISTEN RADAKER-SHEAFER,MO,18242.59,,,MO-7,98.0
1705, C MICHAEL MOON,MO,500.0,,,,
1706, DERRAL REYNOLDS,MO,0.0,,,,
1707, SAM DR ALEXANDER,MO,174617.22,,,,
1708, MIKE MOON,MO,177671.42,,,,
1709, ERIC BURLISON,MO,855760.68,,,MO-7,96.0
1710, PAUL D WALKER,MO,7337.9,,,,
1711, JAY WASSON,MO,1468904.36,,,,
1712, JUSTIN DALE SNIDER,MO,0.0,,,,
1713, ALEX L BRYANT,MO,218333.73,,,,
1714, RANDI MCCALLIAN MCCALLIAN,MO,34616.42,,,MO-8,73.0
1715, JEREMY TODD DENNISON,MO,10176.65,,,,
1716, JASON T SMITH,MO,4096060.26,,,MO-8,88.0
1717, GREGORIO KILILI CAMACHO REP. SABLAN,MP,48736.73,,,,
1718, ANGEL ALDAN DEMAPAN,MP,0.0,,,,
1719, ANTONIA ELIASON,MS,700.61,,,,
1720, DIANNE DODSON BLACK,MS,26814.62,,,MS-1,75.0
1721, JOHN TRENT KELLY,MS,951789.83,,,MS-1,79.0
1722, GERALD M KERNER,MS,31454.43,,,,
1723, BENNIE G. THOMPSON,MS,1250381.11,,,MS-2,97.0
1724, BRIAN WESLEY FLOWERS,MS,49973.12,,,MS-2,76.0
1725, RON ELLER,MS,23990.12,,,,
1726, SHUWASKI YOUNG,MS,76706.41,,,MS-3,88.0
1727, CASSIDY MICHAEL,MS,416068.87,,,,
1728, MICHAEL PATRICK GUEST,MS,1576856.19,,,MS-3,74.0
1729, DAVID SELLERS,MS,19568.97,,,,
1730, JOHNNY L. DUPREE,MS,146556.6,,,MS-4,97.0
1731, STEVEN MCCARTY PALAZZO,MS,1460683.8,,,,
1732, BOYANTON CARL,MS,576038.0,,,,
1733, ROBERT L III DEMING,MS,0.0,,,,
1734, WALTER MICHAEL EZELL,MS,1027671.96,,,,
1735, RAYMOND N BROOKS,MS,43864.71,,,,
1736, CLAY WAGNER,MS,551979.0,,,,
1737, CHRISTOPHER BRICE WIGGINS,MS,252184.18,,,,
1738, JESSE GRAHAM HUDSON,MS,0.0,,,,
1739, ALDEN PATRICK MR. JOHNSON,MS,910.0,,,,
1741, DEBRA LAMM,MT,0.0,,,,
1745, MONICA TRANEL,MT,3088634.59,,,MT-1,96.0
1750, RYAN K ZINKE,MT,6420764.1,,,MT-1,92.0
1754, PENNY RONNING,MT,175463.67,,,MT-2,96.0
1758, MATT MR. ROSENDALE,MT,1270209.67,,,MT-2,85.0
1761, ERICA DANETTE SMITH,NC,955530.25,,,,
1762, DON DAVIS,NC,1843973.38,,,NC-1,95.0
1763, GEORGE KENNETH BUTTERFIELD,NC,650078.35,,,,
1764, SANDY SMITH,NC,2179804.23,,,NC-1,96.0
1765, WILLIAM AIKEN,NC,5137.41,,,,
1766, SANDY ROBERSON,NC,1178067.92,,,,
1767, BILLY JOEL II STRICKLAND,NC,610488.45,,,,
1768, BRAD ALLEN MURPHY,NC,195133.42,,,NC-3,62.0
1769, CHARLES BRENT ROBERSON,NC,91985.0,,,,
1770, SCOTT COOPER,NC,83466.45,,,,
1771, DEBORAH ROSS,NC,2050950.05,,,NC-2,86.0
1772, JAMES DAVID GAILLIARD,NC,44669.09,,,,
1773, LINDA COLEMAN,NC,7425.0,,,,
1774, ADINA SAFTA,NC,22154.04,,,,
1775, MAHESH GANORKAR,NC,19228.06,,,,
1776, CHRISTINE VILLAVERDE,NC,135228.01,,,NC-2,91.0
1777, GEORGE E MR. HOLDING,NC,112416.81,,,,
1778, GREGORY BRANNON,NC,326.52,,,,
1779, ALLEN THOMAS,NC,2850.0,,,,
1780, DANA EDWARDS OUTLAW,NC,0.0,,,,
1781, JOSEPH SWARTZ,NC,26858.23,,,,
1782, BARBARA D MS. GASKINS,NC,93078.54,,,NC-3,90.0
1783, GREGORY FRANCIS DR. MURPHY,NC,1428918.01,,,,
1784, PHILLIP RAY SHEPARD,NC,0.0,,,,
1785, SAMUEL GRAHAM MR BOYD,NC,0.0,,,,
1786, ANTHONY 'TONY' COWDEN,NC,231094.19,,,,
1787, MAXIMILLIAN SOUTHWORTH-BECKWITH,NC,18237.44,,,,
1788, ASHLEY WARD,NC,88271.22,,,,
1789, MATTHEW GROOMS,NC,8547.1,,,,
1790, ROBERT BENJAMIN III CLARK,NC,163870.9,,,,
1791, VALERIE FOUSHEE,NC,1078837.87,,,NC-4,88.0
1792, RICHARD LEE DR. WATKINS,NC,26804.34,,,,
1793, STEPHEN JAMES VALENTINE,NC,61597.51,,,,
1794, CRYSTAL ANN CAVALIER,NC,26624.64,,,,
1795, DAVID PRICE,NC,400434.04,,,NC-7,67.0
1796, ALAN D SWAIN,NC,267360.36,,,,
1797, DEBESH SARKAR,NC,0.0,,,,
1798, ROBERT THOMAS,NC,3839.04,,,,
1799, RENE BORGHESE,NC,55132.5,,,,
1800, CRAIG ROBERT KINSEY,NC,31949.5,,,,
1801, JOHN DAVID MR. SZOKA,NC,183700.08,,,,
1802, BILLY JOE BREWSTER,NC,23792.0,,,,
1803, COURTNEY JOELE GEELS,NC,409981.2,,,NC-4,80.0
1804, BERNARD KYLE PARRISH,NC,23954.71,,,NC-5,73.0
1805, SIDDHANTH SHARMA,NC,0.0,,,,
1806, MICHAEL STEPHAN ACKERMAN,NC,27035.36,,,,
1807, VIRGINIA ANN FOXX,NC,2036393.21,,,NC-5,84.0
1808, ANGELA DARROW MS FLYNN,NC,8972.94,,,,
1809, RHONDA FOXX,NC,259.11,,,NC-5,64.0
1810, RYAN WATTS,NC,1950.0,,,,
1811, KATHY MANNING,NC,3080435.02,,,NC-6,96.0
1812, JOSEPH HAYWOOD,NC,85746.88,,,,
1813, LAURA PICHARDO,NC,6583.16,,,,
1814, GERALD DARRYLL AUSTIN,NC,3594.25,,,,
1815, MARY ANN DR CONTOGIANNIS,NC,33570.12,,,,
1816, WILLIAM (BILL) SCHUCH,NC,2898.8,,,,
1817, ROBERT CHRISTIAN CASTELLI,NC,906976.09,,,NC-6,82.0
1818, MARVIN BOGUSLAWSKI,NC,11227.56,,,,
1819, BRADLEY MARK MR. WALKER,NC,1641864.12,,,,
1820, THOMAS WATERCOTT,NC,16516.49,,,,
1821, STEPHEN MILLER,NC,337004.98,,,,
1822, JASON MINNICOZZI,NC,132982.31,,,,
1823, CHARLES EVANS,NC,87755.95,,,NC-7,64.0
1824, CHARLES GRAHAM,NC,210641.17,,,NC-7,97.0
1825, DAVID CHESTON ROUZER,NC,1281375.45,,,NC-7,73.0
1826, PETER ROBERT BOYKIN,NC,13.01,,,,
1827, PATRICIA TIMMONS-GOODSON,NC,131676.06,,,,
1828, SCOTT HUFFMAN,NC,98762.06,,,NC-8,96.0
1829, TIMOTHY BRUCE D'ANNUNZIO,NC,0.0,,,,
1830, JAMES DANIEL BISHOP,NC,692889.06,,,NC-8,67.0
1831, JOHN MATTHEW WHITLEY,NC,0.0,,,,
1832, CYNTHIA WALLACE,NC,19494.11,,,,
1833, FERNANDO CHRISTIAN MR. JR CANO,NC,3384.04,,,,
1834, DANIEL MCCREADY,NC,131660.73,,,,
1835, JENNYFER BUCARDO,NC,8668.08,,,,
1836, LEIGH BROWN,NC,1127.14,,,,
1837, RICHARD L. JR. HUDSON,NC,1824151.57,,,NC-9,78.0
1838, ROBERT M THE HONORABLE PITTENGER,NC,5000.0,,,,
1839, FRANCISCO RIOS,NC,52670.37,,,,
1840, DAVID PAYNE PARKER,NC,0.0,,,,
1841, PAMELA GENANT,NC,186204.91,,,NC-10,83.0
1842, RICHARD J SPEER,NC,28663.65,,,,
1843, GARY THOMAS ROBINSON,NC,192907.87,,,,
1844, PATRICK TIMOTHY MCHENRY,NC,3376679.99,,,NC-10,77.0
1845, MORRIS D. COL. DAVIS,NC,120687.53,,,,
1846, JASMINE BEACH-FERRARA,NC,2326321.84,,,NC-11,98.0
1847, KATIE DEAN,NC,112801.22,,,,
1848, JAN CAREY,NC,65265.79,,,,
1849, ERIC GASH,NC,359551.8,,,,
1850, BROOKER LOGAN SMITH,NC,0.0,,,,
1851, MS  JAMES (JIM) WAYLAND DDS DAVIS,NC,14558.25,,,,
1852, LYNDA BENNETT,NC,20816.04,,,,
1853, MATTHEW BURRIL,NC,500283.76,,,,
1854, DAN DRISCOLL,NC,599.39,,,NC-8,61.0
1855, WENDY MARIE-LIMBAUGH NEVAREZ,NC,30050.0,,,,
1856, BRUCE O CONNELL,NC,1205778.57,,,,
1857, JAMES ERIC BATCHELOR,NC,44390.0,,,,
1858, RODNEY HOMER HONEYCUTT,NC,61956.62,,,,
1859, MICHELE V WOODHOUSE,NC,121837.36,,,,
1860, CHUCK EDWARDS,NC,1486312.92,,,NC-11,96.0
1861, DAVID ADAM COATNEY,NC,20056.88,,,,
1862, MADELINE PARRA,NC,58369.0,,,,
1863, MALCOLM GRAHAM,NC,0.0,,,NC-7,62.0
1864, ALMA SHEALEY ADAMS,NC,743342.65,,,NC-12,75.0
1865, PATRICIA A COTHAM,NC,5871.62,,,,
1866, BILLY JOEL BREWSTER,NC,5187.37,,,,
1867, ROGELIO L LAWSIN,NC,8900.0,,,,
1868, TYLER LEE,NC,210446.76,,,NC-12,95.0
1869, NALINI JOSEPH,NC,3897.21,,,,
1870, DENTON LEE,NC,15603.53,,,,
1871, JOSHUA REMILLARD,NC,422963.99,,,,
1872, WILEY NICKEL,NC,3657801.17,,,NC-13,96.0
1873, NATHAN CLICK,NC,82441.6,,,,
1874, RENEE JACISIN ELLMERS,NC,88155.91,,,,
1875, DEVAN IV BARBOUR,NC,489077.89,,,,
1876, KELLY DAUGHTRY,NC,3575112.25,,,,
1877, ROBERT NICHOLAS HINES,NC,3260065.35,,,,
1878, CHAD SLOTTA,NC,416532.0,,,,
1879, GRAYSON HAFF,NC,4870.0,,,,
1880, KENT KEIRSEY,NC,948949.72,,,,
1881, KAREN W BENTLEY,NC,127537.78,,,,
1882, JOHN ANERALLA,NC,104219.09,,,,
1883, JESSICA MOREL,NC,4132.5,,,,
1884, KAY MRS. DALY,NC,0.0,,,,
1885, GEORGE ROUCO,NC,0.0,,,,
1886, THEODORE P. BUDD,NC,15133202.99,,,,
1887, RAMIN MAMMADOV,NC,41819.88,,,,
1888, JEFF JACKSON,NC,5566079.41,,,NC-14,96.0
1889, KEN MCKIM,NC,244579.54,,,,
1890, PAT HARRIGAN,NC,800408.18,,,NC-14,96.0
1896, KELLY ARMSTRONG,ND,2148850.1,,,ND-1,97.0
1897, CARA MUND,ND,157722.79,,,ND-1,95.0
1898, KATE BOLZ,NE,15269.31,,,,
1899, PATTY PANSING BROOKS,NE,1751904.37,,,NE-1,98.0
1900, NICHOLAS OVIATT,NE,0.0,,,,
1901, MIKE FLOOD,NE,2144100.43,,,NE-1,95.0
1902, JEFFREY L. HONORABLE FORTENBERRY,NE,1503382.43,,,,
1903, ANN ASHFORD,NE,369.36,,,,
1904, ALISHA SHELTON,NE,360381.22,,,,
1905, ANTHONY 'TONY' VARGAS,NE,3322603.0,,,NE-2,67.0
1906, STEPHEN MATTHEW MR KUEHL,NE,6532.7,,,,
1907, DONALD J BACON,NE,3914445.64,,,NE-2,75.0
1908, ADRIAN SMITH,NE,1870209.39,,,NE-3,96.0
1909, MAURA CORBY SULLIVAN,NH,2308.6,,,,
1910, CHRIS PAPPAS,NH,5120981.71,,,NH-1,96.0
1911, MARK S MACKENZIE,NH,0.0,,,,
1912, MATT MOWERS,NH,1777418.6,,,,
1913, GILEAD R TOWNE,NH,10382.37,,,,
1914, JULIAN MARC ACCIARD,NH,14297.88,,,,
1915, TIM BAXTER,NH,865289.82,,,,
1916, KAROLINE LEAVITT,NH,3672511.92,,,NH-1,97.0
1917, MARK KILBANE,NH,0.0,,,,
1918, RUSSELL PRESCOTT,NH,392404.8,,,,
1919, ANN MCLANE KUSTER,NH,5287926.6,,,NH-2,97.0
1920, CHARLES F. BASS,NH,0.0,,,,
1921, ELI DANTZLER CLEMMER,NH,0.0,,,,
1922, ROBERT ANDREW MR. BURNS,NH,339327.75,,,NH-2,67.0
1923, JEFFREY GREESON,NH,1147.64,,,,
1924, JEFF COZZENS,NH,169553.86,,,,
1925, LILY TANG WILLIAMS,NH,155282.81,,,,
1926, GEORGE HANSEL,NH,351825.14,,,,
1927, GARY LAMBERT,NH,0.0,,,,
1928, MARIO DESANTIS,NJ,8548.74,,,,
1929, DONALD W NORCROSS,NJ,3516426.04,,,NJ-1,94.0
1930, DAMON M GALDO,NJ,1829.9,,,,
1931, CLAIRE H. GUSTAFSON,NJ,167831.0,,,NJ-1,89.0
1932, ROBERT W. PATTERSON,NJ,0.0,,,,
1933, CHARLES PARK,NJ,1863.59,,,,
1934, PATRICIA KLINE,NJ,12688.64,,,,
1935, AMY KENNEDY,NJ,106431.1,,,,
1936, TIMOTHY C ALEXANDER,NJ,479999.76,,,NJ-2,79.0
1937, HECTOR MR TAVAREZ,NJ,79581.98,,,,
1938, CAROLYN RUSH,NJ,83550.84,,,,
1939, NATHAN I KLEINMAN,NJ,0.0,,,,
1940, ROBERT PATTERSON,NJ,0.0,,,,
1941, FRANK A. LOBIONDO,NJ,65246.75,,,,
1942, JEFF MR VAN DREW,NJ,2765716.8,,,NJ-2,87.0
1943, BRIAN FITZHERBERT,NJ,17684.33,,,,
